Client_ID,Client_Name,Bank_Name,Account_Type,Currency,Transaction_Amount,Interest_Rate,Maturity_Date,Email,Phone,Loan_Status,Remarks
80810,MARY INVEST,, investment ,,,,,wrongmail,01712345678, PENDING , follow up 
39272,  alpha holdings ,CHASE,CURRENT,USD,,,07-02-2024,wrongmail,01712345678,, good payer 
,beta funds,HSBC,CURRENT,,,,2024.02.29, CLIENT@BANK.COM ,01712-345678, PENDING ,
38289,MARY INVEST,, investment ,BDT,,,09-02-2026,wrongmail,01712345678,Rejected, good payer 
,  alpha holdings ,, investment ,GBP,,,05-03-2025,client@mail.com,,approved, HIGH RISK 
46044,john capital,WELLS FARGO, investment ,EUR,142782,6.26,2026.02.21,client@mail.com,01712-345678,approved, HIGH RISK 
,,, investment ,BDT,$319346,2.04,2026.05.25, CLIENT@BANK.COM ,1712345678, PENDING , good payer 
,  alpha holdings ,BOFA,Savings,USD,$170437,10.16,01/09/2024,wrongmail,,approved,
,john capital,CHASE,loan,,97422,3.33,,client@mail.com,1712345678,Rejected, HIGH RISK 
31618,,WELLS FARGO,Savings,GBP,$445226,,27-02-2024, CLIENT@BANK.COM ,1712345678, PENDING , follow up 
,beta funds,BOFA,Savings,BDT,25142,8.13,03/08/2024,client@mail.com,01712345678,approved, good payer 
,  alpha holdings ,HSBC, investment ,EUR,318787,,,client@mail.com,,Rejected, good payer 
,beta funds,WELLS FARGO,CURRENT,BDT,,,04/15/2026, CLIENT@BANK.COM ,01712345678,, HIGH RISK 
,john capital,BOFA,Savings,EUR,$290853,,,wrongmail,01712-345678,,
,  alpha holdings ,WELLS FARGO,CURRENT,BDT,$13371,4.61,,wrongmail,1712345678,approved, follow up 
97865,john capital,CITI,loan,,79671,2.1,,client@mail.com,01712-345678, PENDING , HIGH RISK 
78098,  alpha holdings ,,loan,,,12.15,07/14/2025,wrongmail,,,
95866,  alpha holdings ,HSBC, investment ,GBP,,,, CLIENT@BANK.COM ,,Rejected, good payer 
55609,,BOFA, investment ,BDT,,7.37,, CLIENT@BANK.COM ,1712345678, PENDING ,
30791,,WELLS FARGO,Savings,BDT,,,2025.08.03,wrongmail,,, good payer 
27961,MARY INVEST,HSBC,CURRENT,USD,,6.24,26-06-2025,client@mail.com,01712345678,, good payer 
78302,  alpha holdings ,CHASE,loan,GBP,$460080,,04-02-2024,wrongmail,01712-345678,, follow up 
,beta funds,WELLS FARGO,CURRENT,USD,$428719,,25-07-2025, CLIENT@BANK.COM ,01712345678, PENDING , HIGH RISK 
,beta funds,BOFA,loan,EUR,,10.97,2024.02.18,wrongmail,1712345678,Rejected, good payer 
,,BOFA, investment ,BDT,388744,,2025.08.08, CLIENT@BANK.COM ,01712-345678,Rejected, follow up 
11205,john capital,CITI,loan,GBP,30953,,,wrongmail,1712345678,, HIGH RISK 
66330,john capital,HSBC,loan,EUR,$12622,3.23,25-10-2025,,01712345678,Rejected, good payer 
,,HSBC, investment ,GBP,$106723,4.7,22-02-2024, CLIENT@BANK.COM ,1712345678, PENDING , good payer 
,MARY INVEST,WELLS FARGO,Savings,EUR,261136,9.77,2024.03.14,client@mail.com,1712345678,Rejected, follow up 
,john capital,WELLS FARGO, investment ,EUR,155099,,2024.09.16,wrongmail,,Rejected, follow up 
,beta funds,CITI,loan,EUR,479511,3.99,,,1712345678,,
34755,MARY INVEST,CHASE, investment ,BDT,424695,3.89,2024.10.04,client@mail.com,, PENDING , follow up 
,,,loan,EUR,13283,,05/20/2025,,, PENDING , follow up 
30284,,CITI, investment ,GBP,,,23-07-2024,,1712345678,approved, follow up 
27063,  alpha holdings ,BOFA,loan,BDT,$468174,5.85,01-08-2025,client@mail.com,01712-345678,Rejected,
,beta funds,CITI,loan,GBP,,,2024.02.18, CLIENT@BANK.COM ,01712345678,, HIGH RISK 
,,HSBC,Savings,GBP,373904,5.02,09-04-2026,client@mail.com,01712-345678, PENDING , HIGH RISK 
,MARY INVEST,,CURRENT,,,3.12,, CLIENT@BANK.COM ,01712345678,Rejected, follow up 
28807,MARY INVEST,CITI, investment ,USD,$319722,,2024.03.26,client@mail.com,,, good payer 
30644,  alpha holdings ,WELLS FARGO,Savings,,$450911,6.42,,wrongmail,1712345678,Rejected,
85984,  alpha holdings ,CHASE,loan,USD,,3.53,05-07-2025,wrongmail,1712345678,Rejected,
60294,john capital,CHASE, investment ,EUR,385514,7.89,14-02-2025,,01712345678,Rejected, follow up 
22190,john capital,CHASE, investment ,EUR,205160,9.95,,client@mail.com,1712345678,, HIGH RISK 
,beta funds,WELLS FARGO,Savings,GBP,,1.87,04-06-2024,client@mail.com,1712345678, PENDING , HIGH RISK 
61709,MARY INVEST,CHASE,Savings,GBP,482004,,, CLIENT@BANK.COM ,01712-345678,approved, follow up 
,  alpha holdings ,BOFA,Savings,EUR,37685,,12/14/2024,,01712-345678,approved, HIGH RISK 
,MARY INVEST,BOFA,loan,BDT,$395472,5.31,, CLIENT@BANK.COM ,01712345678,Rejected, HIGH RISK 
23211,,BOFA,Savings,GBP,,7.27,05-08-2024, CLIENT@BANK.COM ,01712345678, PENDING , good payer 
,  alpha holdings ,HSBC,Savings,USD,,8.88,,,1712345678,approved,
18634,MARY INVEST,HSBC,loan,GBP,,,01/04/2025,client@mail.com,01712-345678,, good payer 
,MARY INVEST,HSBC,CURRENT,EUR,,10.47,05/01/2025,wrongmail,1712345678,approved, HIGH RISK 
,beta funds,WELLS FARGO,loan,BDT,,,, CLIENT@BANK.COM ,1712345678,approved, HIGH RISK 
,,BOFA,loan,GBP,,9.65,, CLIENT@BANK.COM ,1712345678,, HIGH RISK 
72927,,CHASE,CURRENT,GBP,,,19-04-2026, CLIENT@BANK.COM ,,Rejected, HIGH RISK 
,,CITI,loan,EUR,$461488,,,wrongmail,01712345678,approved, follow up 
74484,beta funds,BOFA, investment ,USD,$327377,5.44,20-04-2024, CLIENT@BANK.COM ,01712345678,approved, HIGH RISK 
52860,beta funds,BOFA, investment ,,$346651,,2025.01.14, CLIENT@BANK.COM ,01712345678,approved,
89822,john capital,WELLS FARGO,loan,BDT,$452442,8.5,,,01712345678,, good payer 
11602,  alpha holdings ,BOFA,loan,,175713,7.9,21-12-2025,,, PENDING , good payer 
34343,john capital,,loan,,234363,12.36,03/23/2026,,01712345678,approved, good payer 
,john capital,BOFA,Savings,EUR,207818,,2024.06.30, CLIENT@BANK.COM ,,,
55382,beta funds,BOFA,CURRENT,EUR,,,09/11/2025, CLIENT@BANK.COM ,,approved,
,beta funds,HSBC, investment ,,,,, CLIENT@BANK.COM ,1712345678,,
,  alpha holdings ,WELLS FARGO,CURRENT,EUR,,2.56,04/07/2024, CLIENT@BANK.COM ,01712-345678,Rejected, good payer 
,,CITI,loan,EUR,$123413,,2025.06.13,wrongmail,01712-345678,approved, follow up 
,  alpha holdings ,, investment ,GBP,$245473,1.97,05-04-2025,client@mail.com,1712345678,Rejected,
,,CHASE,loan,EUR,,,10/21/2025, CLIENT@BANK.COM ,1712345678, PENDING , HIGH RISK 
16626,  alpha holdings ,,CURRENT,EUR,,,02-04-2026, CLIENT@BANK.COM ,01712-345678,approved, HIGH RISK 
,beta funds,CITI, investment ,USD,$62329,8.26,2024.11.07, CLIENT@BANK.COM ,01712345678,,
,  alpha holdings ,WELLS FARGO, investment ,BDT,29078,7.77,, CLIENT@BANK.COM ,01712345678,approved, HIGH RISK 
,  alpha holdings ,WELLS FARGO,CURRENT,GBP,,8.61,2024.10.11,,01712345678,Rejected, follow up 
54793,MARY INVEST,BOFA,CURRENT,,,8.97,,,01712-345678, PENDING ,
,beta funds,,Savings,EUR,,,11/24/2024,,1712345678,,
,john capital,BOFA, investment ,BDT,236717,10.12,,wrongmail,,, good payer 
56403,beta funds,BOFA,Savings,GBP,$49532,10.36,12-02-2024,wrongmail,01712345678,approved,
10561,  alpha holdings ,, investment ,EUR,$420640,1.54,, CLIENT@BANK.COM ,,approved, follow up 
,john capital,HSBC,CURRENT,,$91520,,19-04-2024,wrongmail,,, good payer 
,john capital,BOFA,CURRENT,,$383708,,2024.09.28, CLIENT@BANK.COM ,01712-345678,, HIGH RISK 
,beta funds,WELLS FARGO, investment ,EUR,$38241,,,,01712345678,, HIGH RISK 
,MARY INVEST,CHASE, investment ,GBP,$260693,,22-04-2024,client@mail.com,01712-345678,Rejected, follow up 
,,BOFA,Savings,GBP,354779,11.93,2024.07.17,,01712-345678,approved, HIGH RISK 
79887,,HSBC,CURRENT,GBP,240387,,2024.08.28, CLIENT@BANK.COM ,, PENDING , good payer 
40432,,BOFA,CURRENT,,$219645,,2025.06.09,client@mail.com,1712345678,approved, HIGH RISK 
57915,john capital,BOFA,loan,USD,$391007,,04/30/2024,client@mail.com,01712-345678,, good payer 
,john capital,WELLS FARGO,loan,,$8860,1.86,2026.05.27,,01712-345678,, good payer 
,,BOFA,Savings,,$326245,3.23,2024.12.07, CLIENT@BANK.COM ,01712345678,Rejected,
,  alpha holdings ,CITI,loan,USD,,6.93,,wrongmail,,, good payer 
11518,,CHASE,CURRENT,EUR,245456,,,client@mail.com,1712345678,Rejected, good payer 
,beta funds,HSBC,loan,USD,11912,5.89,2026.03.18,wrongmail,01712-345678,approved,
67199,,BOFA, investment ,USD,$80965,,27-04-2025,client@mail.com,01712-345678,,
,MARY INVEST,HSBC,loan,,$133972,,2025.02.16,,1712345678,approved, HIGH RISK 
18720,,BOFA, investment ,,9117,2.36,2024.05.30,,01712-345678, PENDING , follow up 
69320,MARY INVEST,HSBC,Savings,,,10.31,23-03-2026,wrongmail,01712-345678,,
,MARY INVEST,CITI,CURRENT,,495820,,2025.06.23, CLIENT@BANK.COM ,1712345678,approved,
,john capital,HSBC,loan,EUR,,1.56,28-04-2025,wrongmail,01712345678,approved,
61059,john capital,WELLS FARGO, investment ,USD,$335478,,20-06-2024,wrongmail,,,
,beta funds,WELLS FARGO,loan,EUR,236428,3.51,10/01/2025,wrongmail,01712345678,Rejected, follow up 
73671,beta funds,CITI,loan,BDT,$191064,,,client@mail.com,01712-345678,, follow up 
23391,beta funds,,loan,GBP,,2.02,02/16/2025,wrongmail,,, good payer 
,MARY INVEST,CHASE,Savings,,,1.54,,wrongmail,, PENDING , follow up 
20774,john capital,BOFA,CURRENT,GBP,190208,10.58,06-06-2024, CLIENT@BANK.COM ,01712-345678,, HIGH RISK 
78674,MARY INVEST,WELLS FARGO,loan,GBP,,,06/03/2024,client@mail.com,1712345678,approved,
71840,  alpha holdings ,CITI,loan,USD,$66014,,22-03-2025,,01712345678,, good payer 
13958,,HSBC,loan,EUR,,,23-04-2026,,01712-345678,Rejected, good payer 
81148,beta funds,HSBC, investment ,GBP,,10.85,,wrongmail,01712345678,Rejected, HIGH RISK 
,,CITI,Savings,EUR,$23307,10.68,,,01712345678,Rejected, good payer 
23761,,HSBC,CURRENT,,,,04/08/2026,,01712345678,, good payer 
78370,beta funds,,loan,BDT,,,2025.03.18, CLIENT@BANK.COM ,01712345678,Rejected, HIGH RISK 
,  alpha holdings ,WELLS FARGO,loan,USD,,11.18,10/17/2024, CLIENT@BANK.COM ,01712-345678,, HIGH RISK 
75940,MARY INVEST,,Savings,EUR,$481572,3.54,04/09/2026,wrongmail,01712-345678,,
,john capital,CHASE,loan,BDT,97466,12.12,2025.08.18, CLIENT@BANK.COM ,01712-345678, PENDING , good payer 
,john capital,WELLS FARGO, investment ,USD,477203,,05-07-2025, CLIENT@BANK.COM ,01712-345678,,
,beta funds,, investment ,BDT,,2.41,01-04-2025,client@mail.com,01712345678, PENDING ,
53825,beta funds,CITI, investment ,USD,$337711,,2024.03.14,client@mail.com,01712-345678,approved,
18547,MARY INVEST,, investment ,EUR,$73038,,2024.12.20, CLIENT@BANK.COM ,01712-345678,approved,
25944,beta funds,HSBC, investment ,BDT,483188,10.67,2024.01.09,,, PENDING , good payer 
,  alpha holdings ,WELLS FARGO,loan,,313674,,2024.03.21,wrongmail,1712345678,Rejected, follow up 
95440,,,Savings,BDT,$399283,8.25,,,1712345678,Rejected, follow up 
,  alpha holdings ,CHASE, investment ,BDT,$132659,,03/03/2025,wrongmail,01712345678,Rejected, follow up 
,,CHASE,loan,BDT,$301387,4.33,02/08/2024, CLIENT@BANK.COM ,,approved, good payer 
14986,beta funds,HSBC, investment ,GBP,426895,11.83,2025.10.29,wrongmail,1712345678, PENDING , good payer 
,  alpha holdings ,HSBC, investment ,,,,01/04/2026,client@mail.com,,approved, good payer 
,MARY INVEST,,Savings,GBP,$130341,,08/07/2025, CLIENT@BANK.COM ,1712345678,, good payer 
,MARY INVEST,CITI,CURRENT,EUR,407942,,,wrongmail,01712-345678,, HIGH RISK 
33014,  alpha holdings ,WELLS FARGO, investment ,GBP,300151,,16-07-2024,wrongmail,1712345678,approved, good payer 
,MARY INVEST,, investment ,GBP,$384270,,12/22/2025, CLIENT@BANK.COM ,01712-345678,Rejected,
,beta funds,WELLS FARGO,loan,BDT,487718,,,client@mail.com,01712-345678, PENDING , HIGH RISK 
,  alpha holdings ,,Savings,GBP,74882,11.58,31-10-2024,client@mail.com,01712345678, PENDING , HIGH RISK 
,john capital,BOFA, investment ,,,,2024.05.18, CLIENT@BANK.COM ,,, follow up 
78576,john capital,CHASE, investment ,BDT,$452561,,,,01712345678,, good payer 
45534,,WELLS FARGO,Savings,GBP,$198790,,30-04-2026,wrongmail,1712345678,approved, follow up 
71671,beta funds,WELLS FARGO,CURRENT,BDT,,10.5,,client@mail.com,,, follow up 
92788,john capital,HSBC,Savings,EUR,,2.62,10-09-2025,,,, good payer 
,,BOFA,Savings,USD,$186373,8.72,2024.04.20, CLIENT@BANK.COM ,01712345678, PENDING , HIGH RISK 
,,BOFA,Savings,GBP,,6.94,05-03-2024,,,Rejected, good payer 
55576,beta funds,BOFA,loan,,,10.39,01/12/2025,client@mail.com,1712345678,Rejected, HIGH RISK 
,MARY INVEST,WELLS FARGO,loan,BDT,98761,,, CLIENT@BANK.COM ,01712-345678,approved, follow up 
,john capital,BOFA,CURRENT,BDT,,7.17,11/28/2025,wrongmail,01712-345678,approved,
,  alpha holdings ,CITI,loan,,311436,,2026.04.20,client@mail.com,1712345678,approved,
95489,,,loan,GBP,,,2024.04.05,,1712345678,, follow up 
,john capital,BOFA,Savings,USD,455612,6.33,12-07-2025, CLIENT@BANK.COM ,,, follow up 
,john capital,HSBC,Savings,,481298,7.85,06/17/2026,wrongmail,, PENDING , follow up 
,beta funds,HSBC,CURRENT,USD,,5.7,2026.04.12, CLIENT@BANK.COM ,01712345678, PENDING , good payer 
,,BOFA,loan,,99543,6.07,02-11-2025,client@mail.com,,Rejected, follow up 
,john capital,HSBC,Savings,BDT,,6.98,04-02-2025,client@mail.com,1712345678,approved, follow up 
14976,beta funds,HSBC, investment ,,,,2025.01.01,,1712345678,approved, follow up 
82141,  alpha holdings ,BOFA,loan,GBP,,,,,, PENDING , follow up 
38261,,CHASE,CURRENT,GBP,$80391,,11/01/2025, CLIENT@BANK.COM ,, PENDING , HIGH RISK 
,beta funds,BOFA,Savings,BDT,$117737,,09-10-2025,wrongmail,,Rejected,
,,CHASE,CURRENT,EUR,351211,8.27,,wrongmail,01712-345678,approved, HIGH RISK 
87978,MARY INVEST,CITI,Savings,EUR,$71178,,28-02-2026,,01712345678, PENDING , follow up 
,MARY INVEST,CITI,loan,EUR,418630,4.83,2025.03.30,,01712-345678,Rejected, HIGH RISK 
78502,  alpha holdings ,,Savings,USD,,10.67,08-12-2024,client@mail.com,01712-345678,, good payer 
67658,  alpha holdings ,WELLS FARGO,loan,BDT,143011,,2025.09.24, CLIENT@BANK.COM ,1712345678,Rejected, HIGH RISK 
,MARY INVEST,,Savings,GBP,218307,10.34,08/24/2024,wrongmail,01712345678, PENDING , follow up 
,john capital,CITI,loan,,,1.66,,wrongmail,1712345678,Rejected, good payer 
57629,MARY INVEST,HSBC,CURRENT,EUR,,6.5,09-02-2025,,01712-345678,Rejected, follow up 
60894,john capital,BOFA,loan,EUR,,11.97,08/06/2025,client@mail.com,1712345678,Rejected,
71920,beta funds,WELLS FARGO, investment ,,,,,wrongmail,01712345678,, HIGH RISK 
,,CITI,CURRENT,EUR,$4258,,, CLIENT@BANK.COM ,01712345678,approved, follow up 
,  alpha holdings ,BOFA, investment ,,,,14-01-2025, CLIENT@BANK.COM ,01712345678,, follow up 
,  alpha holdings ,CHASE,CURRENT,GBP,$278725,,2025.07.17,wrongmail,01712345678, PENDING , HIGH RISK 
55878,  alpha holdings ,WELLS FARGO,CURRENT,USD,$277159,,10-10-2024,client@mail.com,1712345678,approved, follow up 
,,CHASE,Savings,EUR,,,2025.11.10,,1712345678,Rejected, follow up 
,  alpha holdings ,, investment ,EUR,,7.44,04/18/2026,client@mail.com,,, good payer 
68515,john capital,WELLS FARGO, investment ,,384720,11.2,2026.05.10, CLIENT@BANK.COM ,,approved, good payer 
,MARY INVEST,CITI, investment ,BDT,,10.09,2024.12.11,client@mail.com,01712-345678,Rejected, HIGH RISK 
,john capital,,Savings,,$72204,,17-11-2024,,01712345678,, good payer 
88153,MARY INVEST,CITI, investment ,EUR,$11803,,2024.06.17,wrongmail,01712345678,approved, follow up 
58340,john capital,CHASE,CURRENT,USD,146147,1.66,27-09-2024,client@mail.com,1712345678,, good payer 
,,WELLS FARGO,CURRENT,USD,,8.45,23-02-2026,client@mail.com,01712-345678, PENDING ,
,,WELLS FARGO,Savings,,216822,,10-12-2024,client@mail.com,1712345678,Rejected, good payer 
83796,,BOFA,Savings,,345019,4.34,2025.04.13,,, PENDING , HIGH RISK 
,beta funds,HSBC,CURRENT,EUR,428248,6.84,06/28/2025,client@mail.com,,Rejected, HIGH RISK 
33979,,CITI, investment ,GBP,369714,6.31,21-03-2025,,01712-345678,, good payer 
83650,,BOFA, investment ,,324527,,, CLIENT@BANK.COM ,01712345678,approved, HIGH RISK 
52929,,CHASE,CURRENT,EUR,,1.85,2025.12.19,,,,
41805,,BOFA, investment ,GBP,318114,,,client@mail.com,,,
11404,  alpha holdings ,HSBC, investment ,USD,246150,3.91,, CLIENT@BANK.COM ,1712345678, PENDING ,
,john capital,CHASE,loan,USD,$231043,,2024.04.29,,1712345678,, HIGH RISK 
72733,john capital,WELLS FARGO,CURRENT,GBP,,5.79,2024.01.18,,01712-345678,, follow up 
95692,beta funds,BOFA,CURRENT,BDT,,,11/21/2025, CLIENT@BANK.COM ,01712-345678,Rejected, good payer 
37392,  alpha holdings ,BOFA,CURRENT,USD,423696,,11/26/2025,client@mail.com,1712345678,Rejected, good payer 
,john capital,HSBC,loan,USD,,,16-02-2024,wrongmail,01712345678, PENDING , follow up 
,MARY INVEST,HSBC,Savings,EUR,,10.55,2024.11.09,client@mail.com,1712345678,approved, follow up 
,,HSBC,Savings,GBP,,8.94,19-07-2024, CLIENT@BANK.COM ,, PENDING , follow up 
,beta funds,BOFA,Savings,,460499,3.35,01/20/2024,wrongmail,1712345678, PENDING , HIGH RISK 
52009,beta funds,BOFA,CURRENT,GBP,360224,11.55,2024.04.16, CLIENT@BANK.COM ,1712345678,Rejected, good payer 
,MARY INVEST,,loan,,,,09/30/2024, CLIENT@BANK.COM ,1712345678,Rejected, good payer 
,beta funds,CHASE,Savings,USD,392201,11.28,09/01/2024, CLIENT@BANK.COM ,01712-345678,Rejected, good payer 
,john capital,CHASE, investment ,USD,,,,,01712345678,Rejected, HIGH RISK 
,beta funds,,Savings,EUR,,11.87,05/29/2026,,,, HIGH RISK 
34551,beta funds,CITI,CURRENT,,188164,4.21,01/28/2024,wrongmail,1712345678, PENDING ,
94011,MARY INVEST,BOFA,loan,,,,2026.03.02,client@mail.com,,Rejected,
67120,  alpha holdings ,HSBC,loan,EUR,,,2025.09.30, CLIENT@BANK.COM ,,Rejected, follow up 
42225,beta funds,CITI, investment ,GBP,54180,,,wrongmail,,approved,
,MARY INVEST,,CURRENT,BDT,$205646,,2024.03.29,wrongmail,01712-345678,,
,  alpha holdings ,WELLS FARGO,Savings,USD,,7.08,2025.12.26,client@mail.com,1712345678, PENDING , HIGH RISK 
32445,beta funds,WELLS FARGO,CURRENT,USD,$28192,,01/19/2026,wrongmail,1712345678,approved,
33699,,CHASE, investment ,GBP,,,2024.11.04, CLIENT@BANK.COM ,1712345678,, good payer 
,beta funds,CITI, investment ,USD,445428,,2025.09.26,,, PENDING , follow up 
25345,,CITI,loan,EUR,,,,client@mail.com,01712345678,, follow up 
,MARY INVEST,CHASE,loan,USD,96265,,,wrongmail,,Rejected, good payer 
,MARY INVEST,WELLS FARGO,Savings,EUR,,10.88,,,01712-345678,Rejected,
,,HSBC, investment ,EUR,$230068,,07/26/2025,wrongmail,1712345678,, good payer 
80801,  alpha holdings ,WELLS FARGO, investment ,BDT,,12.08,10/06/2024,wrongmail,01712345678, PENDING ,
,MARY INVEST,CITI, investment ,GBP,$120941,,26-09-2024,client@mail.com,01712345678,approved, good payer 
40244,MARY INVEST,BOFA,loan,,$69295,,2024.09.29,client@mail.com,1712345678,, follow up 
91764,,,loan,EUR,460164,,05/22/2026,wrongmail,01712-345678,, HIGH RISK 
89797,beta funds,BOFA,loan,GBP,105610,6.57,04-11-2024,wrongmail,01712-345678, PENDING , follow up 
,john capital,BOFA, investment ,EUR,$22376,,03/21/2025,,01712-345678,Rejected, good payer 
17282,,HSBC, investment ,USD,$313947,,02/10/2024,wrongmail,01712345678,Rejected, HIGH RISK 
,  alpha holdings ,CHASE, investment ,EUR,349920,,05/16/2025,wrongmail,01712-345678,approved,
79414,beta funds,BOFA,loan,,201320,,, CLIENT@BANK.COM ,01712-345678,, follow up 
23996,MARY INVEST,WELLS FARGO,Savings,BDT,$425783,,2024.03.05,client@mail.com,,approved, follow up 
91796,beta funds,CITI,CURRENT,USD,$248917,11.19,24-11-2024,wrongmail,01712345678, PENDING , good payer 
45414,  alpha holdings ,,loan,GBP,18722,8.04,22-05-2025,wrongmail,01712345678, PENDING , follow up 
81412,,CITI,loan,GBP,$151562,5.42,05/24/2024,wrongmail,01712-345678,Rejected, follow up 
,john capital,BOFA, investment ,,285329,,2024.03.31, CLIENT@BANK.COM ,01712345678, PENDING ,
,,CHASE,Savings,GBP,158409,,2025.12.13,client@mail.com,,approved, HIGH RISK 
,MARY INVEST,CHASE, investment ,,$368760,,, CLIENT@BANK.COM ,01712345678,approved, HIGH RISK 
,  alpha holdings ,HSBC,loan,,,,2024.02.02, CLIENT@BANK.COM ,01712-345678, PENDING , follow up 
,beta funds,,loan,BDT,$339226,10.46,12/23/2024, CLIENT@BANK.COM ,01712-345678,Rejected,
,  alpha holdings ,HSBC,CURRENT,GBP,,,16-04-2024,,01712345678, PENDING , HIGH RISK 
,beta funds,BOFA,loan,GBP,429710,,,wrongmail,,approved, good payer 
71826,  alpha holdings ,CITI, investment ,GBP,,4.91,2024.03.08, CLIENT@BANK.COM ,1712345678, PENDING , good payer 
,beta funds,CHASE, investment ,EUR,81136,10.1,05/20/2024,client@mail.com,01712345678,approved, good payer 
,,HSBC,Savings,EUR,,12.04,03/09/2025,client@mail.com,01712345678, PENDING , good payer 
23539,john capital,CITI,Savings,BDT,$162099,,,client@mail.com,1712345678,approved, follow up 
64128,beta funds,,loan,EUR,,,17-01-2026, CLIENT@BANK.COM ,1712345678,approved, HIGH RISK 
45289,,BOFA,loan,EUR,438452,7.79,2025.09.25,wrongmail,,approved, HIGH RISK 
97288,  alpha holdings ,CHASE,CURRENT,USD,$10984,,, CLIENT@BANK.COM ,01712345678,approved, follow up 
,beta funds,HSBC,CURRENT,BDT,$12498,,2024.08.14,,1712345678, PENDING ,
96219,  alpha holdings ,BOFA,Savings,BDT,,8.25,2026.02.26,wrongmail,,approved, HIGH RISK 
,,BOFA, investment ,USD,,,09-06-2025,,01712345678, PENDING , good payer 
56263,MARY INVEST,WELLS FARGO,CURRENT,GBP,$176195,,2026.01.02,wrongmail,01712-345678,Rejected, follow up 
,  alpha holdings ,BOFA,Savings,USD,$109537,,18-11-2024,,01712-345678,Rejected,
,beta funds,CITI,loan,USD,$224162,,2024.09.09, CLIENT@BANK.COM ,1712345678,,
,MARY INVEST,HSBC, investment ,,,,12/01/2024,client@mail.com,01712345678,Rejected, good payer 
60639,MARY INVEST,HSBC,CURRENT,EUR,$499808,11.74,2024.03.16,,1712345678,Rejected, follow up 
73595,john capital,CHASE,loan,USD,26311,11.29,03/04/2026, CLIENT@BANK.COM ,1712345678,,
,john capital,,CURRENT,BDT,22252,10.05,2024.10.06,,, PENDING ,
,john capital,BOFA,Savings,BDT,10798,,21-04-2024, CLIENT@BANK.COM ,01712345678,Rejected, follow up 
37258,MARY INVEST,HSBC,loan,USD,$35603,4.94,04-03-2025,,,, HIGH RISK 
,beta funds,BOFA,Savings,EUR,,,2024.09.18,client@mail.com,01712345678,Rejected, good payer 
,john capital,CHASE, investment ,EUR,$191268,,12/09/2024,client@mail.com,,Rejected, follow up 
,beta funds,HSBC,Savings,USD,$42972,,06-03-2024,client@mail.com,01712345678,approved, HIGH RISK 
,john capital,CITI,CURRENT,GBP,$325524,,01-09-2024,,1712345678,approved,
46059,MARY INVEST,WELLS FARGO, investment ,BDT,88533,,2024.11.27,client@mail.com,01712-345678, PENDING , HIGH RISK 
,john capital,BOFA, investment ,,,,11/16/2024,client@mail.com,,Rejected, HIGH RISK 
85037,,WELLS FARGO,loan,USD,,,2024.07.03,,,approved,
,john capital,WELLS FARGO,CURRENT,BDT,198697,,,client@mail.com,01712345678,, follow up 
53095,,WELLS FARGO,Savings,GBP,56439,,27-05-2026,client@mail.com,,Rejected, follow up 
55732,  alpha holdings ,CITI, investment ,USD,$92990,4.89,2025.01.12,,01712345678,Rejected, follow up 
,,HSBC,CURRENT,,,2.28,,client@mail.com,,, follow up 
,,,loan,GBP,$127857,2.5,06/25/2024,,01712-345678,Rejected,
64100,,CHASE, investment ,,$28317,10.77,16-05-2026,client@mail.com,01712-345678,,
98160,john capital,, investment ,USD,119149,3.39,2024.04.07, CLIENT@BANK.COM ,1712345678,approved, HIGH RISK 
,MARY INVEST,,CURRENT,USD,,,28-07-2025,,1712345678,approved, follow up 
,  alpha holdings ,CHASE,CURRENT,,400694,,, CLIENT@BANK.COM ,01712345678,, good payer 
58652,,CITI,Savings,EUR,$458694,11.96,09-09-2024,client@mail.com,,, follow up 
,MARY INVEST,,loan,USD,,,,,01712-345678,approved, good payer 
,MARY INVEST,CITI, investment ,,$328708,8.57,01/10/2025,wrongmail,, PENDING , HIGH RISK 
,  alpha holdings ,WELLS FARGO,loan,GBP,436120,5.26,2025.06.23,wrongmail,01712-345678,approved, follow up 
,  alpha holdings ,BOFA,loan,GBP,,,26-04-2025,,1712345678,, HIGH RISK 
64997,beta funds,HSBC,Savings,BDT,$216472,2.34,, CLIENT@BANK.COM ,,, HIGH RISK 
,  alpha holdings ,BOFA,loan,USD,,,,client@mail.com,01712-345678,, good payer 
88036,john capital,CHASE,Savings,,,2.48,,wrongmail,1712345678,Rejected,
,john capital,CITI, investment ,GBP,458722,,23-04-2026,,01712345678,approved, HIGH RISK 
,john capital,,Savings,,,5.43,2025.02.23,,01712-345678,Rejected,
,,WELLS FARGO,loan,USD,$338055,,25-01-2024,,1712345678,approved, follow up 
54283,  alpha holdings ,BOFA,CURRENT,BDT,$138389,7.25,09-07-2024,wrongmail,1712345678,, HIGH RISK 
,john capital,BOFA,Savings,BDT,$273198,11.36,, CLIENT@BANK.COM ,1712345678,, good payer 
88213,  alpha holdings ,CHASE, investment ,,196323,10.89,,wrongmail,01712-345678,Rejected, good payer 
44779,,,Savings,GBP,$9316,2.61,09/23/2024, CLIENT@BANK.COM ,01712345678, PENDING , HIGH RISK 
19156,beta funds,WELLS FARGO,Savings,GBP,430420,,12-01-2026,,1712345678,, good payer 
,  alpha holdings ,HSBC,loan,USD,83626,2.28,11/26/2024,,1712345678, PENDING ,
