client_id,id_missing,client_name,bank_name,account_type,currency,transaction_amount,risk_category,interest_rate,interest_classification,maturity_date,maturity_status,email,email_check,phone,loan_status,remarks
null,Yes,Unknown Client,Unknown Bank,Investment,BDT,319346,High,2.04,Low,5/25/2026,Expired,client@bank.com,Valid,1712345678,Pending,Good Payer
null,Yes,Mary Invest,Wells Fargo,Current,BDT,1959,Low,null,Unknown,6/2/2025,Expired,Invalid Email,Invalid,1712345678,Rejected,Good Payer
72982,No,John Capital,BOFA,Current,EUR,238797,Medium,11.75,High,5/29/2026,Expired,client@bank.com,Valid,1712345678,Approved,High Risk
81856,No,Alpha Holdings,Unknown Bank,Investment,Unknown,392333,High,null,Unknown,null,Unknown,Invalid Email,Invalid,1712345678,Rejected,Good Payer
null,Yes,John Capital,BOFA,Current,USD,232727,Medium,7.39,Medium,3/11/2025,Expired,Invalid Email,Invalid,1712345678,Pending,No Remarks
78128,No,Unknown Client,HSBC,Loan,EUR,63474,Low,9.71,Medium,8/15/2024,Expired,Invalid Email,Invalid,1712345678,Rejected,Follow Up
94469,No,Unknown Client,HSBC,Current,BDT,134072,Medium,null,Unknown,null,Unknown,client@mail.com,Valid,1712345678,Rejected,Follow Up
62273,No,John Capital,Unknown Bank,Savings,BDT,147566,Medium,10.01,High,1/22/2024,Expired,client@bank.com,Valid,1712345678,Unknown,High Risk
null,Yes,John Capital,CITI,Investment,Unknown,75853,Low,null,Unknown,null,Unknown,client@bank.com,Valid,1712345678,Unknown,No Remarks
11028,No,Beta Funds,Wells Fargo,Investment,USD,364084,High,null,Unknown,null,Unknown,Unknown,Missing,1712345678,Unknown,No Remarks
27650,No,Unknown Client,Unknown Bank,Savings,EUR,268995,Medium,null,Unknown,11/30/2024,Expired,client@bank.com,Valid,Unknown,Unknown,High Risk
null,Yes,Mary Invest,HSBC,Investment,USD,null,Unknown,7.62,Medium,null,Unknown,Invalid Email,Invalid,1712345678,Rejected,Good Payer
null,Yes,John Capital,CITI,Current,GBP,8346,Low,3.32,Low,10/14/2024,Expired,client@mail.com,Valid,1712345678,Unknown,Follow Up
null,Yes,Mary Invest,BOFA,Loan,BDT,395472,High,5.31,Medium,null,Unknown,client@bank.com,Valid,1712345678,Rejected,High Risk
41232,No,Alpha Holdings,Wells Fargo,Current,USD,389212,High,1.98,Low,3/25/2024,Expired,client@mail.com,Valid,1712345678,Pending,High Risk
58705,No,Mary Invest,Wells Fargo,Current,GBP,null,Unknown,1.97,Low,null,Unknown,Invalid Email,Invalid,1712345678,Unknown,High Risk
93281,No,Mary Invest,CITI,Current,EUR,null,Unknown,5.12,Medium,null,Unknown,Unknown,Missing,1712345678,Unknown,Good Payer
59549,No,Beta Funds,CITI,Savings,EUR,null,Unknown,null,Unknown,1/16/2026,Expired,Invalid Email,Invalid,Unknown,Approved,Good Payer
10607,No,John Capital,CITI,Savings,USD,null,Unknown,null,Unknown,10/25/2025,Expired,Unknown,Missing,Unknown,Rejected,Good Payer
70954,No,Unknown Client,Wells Fargo,Investment,EUR,null,Unknown,null,Unknown,null,Unknown,Unknown,Missing,1712345678,Unknown,Good Payer
null,Yes,Beta Funds,Unknown Bank,Loan,GBP,349117,High,8.08,Medium,12/7/2024,Expired,client@mail.com,Valid,1712345678,Pending,Follow Up
69152,No,Unknown Client,BOFA,Current,USD,null,Unknown,null,Unknown,null,Unknown,Invalid Email,Invalid,1712345678,Approved,Good Payer
null,Yes,Beta Funds,CHASE,Investment,BDT,379040,High,null,Unknown,null,Unknown,Unknown,Missing,1712345678,Approved,Follow Up
null,Yes,John Capital,BOFA,Savings,EUR,null,Unknown,null,Unknown,5/21/2024,Expired,Unknown,Missing,Unknown,Rejected,Follow Up
null,Yes,Alpha Holdings,Wells Fargo,Investment,USD,232425,Medium,null,Unknown,11/20/2024,Expired,client@bank.com,Valid,Unknown,Pending,High Risk
93225,No,Unknown Client,CHASE,Current,BDT,59460,Low,4.99,Low,3/21/2026,Expired,client@bank.com,Valid,1712345678,Approved,Good Payer
null,Yes,Alpha Holdings,Unknown Bank,Investment,Unknown,316868,High,2.03,Low,null,Unknown,client@mail.com,Valid,Unknown,Pending,No Remarks
null,Yes,Alpha Holdings,HSBC,Current,GBP,204864,Medium,8.88,Medium,null,Unknown,client@bank.com,Valid,1712345678,Approved,No Remarks
75595,No,Alpha Holdings,CHASE,Loan,BDT,491760,High,6.29,Medium,4/10/2026,Expired,Invalid Email,Invalid,1712345678,Rejected,Follow Up
27063,No,Alpha Holdings,BOFA,Loan,BDT,468174,High,5.85,Medium,8/1/2025,Expired,client@mail.com,Valid,1712345678,Rejected,No Remarks
17122,No,Beta Funds,BOFA,Investment,USD,null,Unknown,null,Unknown,2/17/2025,Expired,client@mail.com,Valid,Unknown,Rejected,Follow Up
null,Yes,Unknown Client,CITI,Investment,USD,null,Unknown,null,Unknown,1/27/2025,Expired,client@bank.com,Valid,1712345678,Approved,Follow Up
24928,No,Unknown Client,Unknown Bank,Investment,Unknown,3322,Low,7.59,Medium,null,Unknown,client@bank.com,Valid,Unknown,Unknown,High Risk
68218,No,Mary Invest,Unknown Bank,Loan,GBP,155300,Medium,null,Unknown,2/13/2026,Expired,client@bank.com,Valid,1712345678,Rejected,No Remarks
74661,No,John Capital,CITI,Savings,EUR,null,Unknown,10.09,High,6/21/2024,Expired,Unknown,Missing,Unknown,Rejected,High Risk
null,Yes,Beta Funds,Unknown Bank,Loan,GBP,null,Unknown,3,Low,null,Unknown,Unknown,Missing,Unknown,Rejected,No Remarks
null,Yes,Alpha Holdings,CITI,Loan,EUR,445457,High,null,Unknown,null,Unknown,client@bank.com,Valid,1712345678,Unknown,Follow Up
null,Yes,John Capital,CHASE,Loan,BDT,97466,Low,12.12,High,8/18/2025,Expired,client@bank.com,Valid,1712345678,Pending,Good Payer
null,Yes,John Capital,Wells Fargo,Investment,USD,null,Unknown,11.96,High,6/20/2024,Expired,Invalid Email,Invalid,1712345678,Pending,No Remarks
16491,No,Beta Funds,Unknown Bank,Savings,USD,null,Unknown,null,Unknown,null,Unknown,client@bank.com,Valid,1712345678,Pending,No Remarks
null,Yes,Mary Invest,HSBC,Savings,USD,43717,Low,null,Unknown,3/5/2026,Expired,Invalid Email,Invalid,Unknown,Approved,High Risk
null,Yes,Unknown Client,CITI,Current,GBP,null,Unknown,6.96,Medium,12/24/2024,Expired,Unknown,Missing,1712345678,Rejected,Good Payer
null,Yes,Mary Invest,CHASE,Loan,BDT,null,Unknown,2.89,Low,null,Unknown,Unknown,Missing,Unknown,Pending,Good Payer
null,Yes,Mary Invest,HSBC,Loan,USD,null,Unknown,null,Unknown,12/13/2024,Expired,Invalid Email,Invalid,1712345678,Rejected,No Remarks
61705,No,Mary Invest,Wells Fargo,Loan,Unknown,null,Unknown,null,Unknown,7/15/2024,Expired,client@bank.com,Valid,1712345678,Rejected,No Remarks
null,Yes,John Capital,CITI,Current,GBP,457392,High,2.99,Low,9/10/2024,Expired,Invalid Email,Invalid,Unknown,Approved,Good Payer
null,Yes,Unknown Client,CITI,Savings,BDT,384100,High,null,Unknown,null,Unknown,client@bank.com,Valid,1712345678,Pending,High Risk
55522,No,Mary Invest,Unknown Bank,Loan,GBP,252955,Medium,null,Unknown,4/18/2026,Expired,Invalid Email,Invalid,1712345678,Rejected,Good Payer
19127,No,Unknown Client,Unknown Bank,Savings,EUR,465437,High,null,Unknown,4/20/2024,Expired,client@bank.com,Valid,1712345678,Pending,No Remarks
52709,No,Alpha Holdings,Wells Fargo,Current,EUR,301183,High,null,Unknown,3/29/2024,Expired,Unknown,Missing,Unknown,Rejected,Good Payer
null,Yes,Unknown Client,Unknown Bank,Loan,BDT,339032,High,null,Unknown,null,Unknown,client@mail.com,Valid,Unknown,Pending,Follow Up
79842,No,Mary Invest,Unknown Bank,Investment,USD,190867,Medium,3.11,Low,6/12/2026,Expired,Invalid Email,Invalid,1712345678,Unknown,No Remarks
95076,No,Beta Funds,CHASE,Loan,USD,null,Unknown,9.41,Medium,4/8/2026,Expired,Invalid Email,Invalid,Unknown,Pending,High Risk
null,Yes,Alpha Holdings,HSBC,Investment,GBP,186826,Medium,null,Unknown,1/8/2026,Expired,Invalid Email,Invalid,1712345678,Rejected,No Remarks
55361,No,Alpha Holdings,CITI,Savings,USD,483251,High,1.93,Low,null,Unknown,client@bank.com,Valid,1712345678,Unknown,Good Payer
79963,No,Alpha Holdings,Unknown Bank,Loan,BDT,179239,Medium,null,Unknown,null,Unknown,Unknown,Missing,1712345678,Pending,Follow Up
27627,No,Unknown Client,Wells Fargo,Savings,USD,407257,High,null,Unknown,10/30/2024,Expired,Invalid Email,Invalid,Unknown,Pending,No Remarks
null,Yes,Mary Invest,Wells Fargo,Savings,BDT,null,Unknown,8.31,Medium,1/20/2026,Expired,Invalid Email,Invalid,1712345678,Approved,No Remarks
null,Yes,Mary Invest,CITI,Savings,USD,83047,Low,4.12,Low,null,Unknown,Invalid Email,Invalid,1712345678,Pending,Follow Up
94794,No,Beta Funds,CITI,Investment,BDT,462304,High,null,Unknown,10/19/2024,Expired,Invalid Email,Invalid,Unknown,Approved,High Risk
null,Yes,John Capital,CITI,Current,USD,null,Unknown,5.76,Medium,12/26/2025,Expired,client@mail.com,Valid,1712345678,Approved,High Risk
null,Yes,Mary Invest,Unknown Bank,Loan,Unknown,56564,Low,null,Unknown,10/11/2025,Expired,Invalid Email,Invalid,1712345678,Approved,Good Payer
60043,No,John Capital,BOFA,Current,Unknown,97481,Low,null,Unknown,null,Unknown,Invalid Email,Invalid,1712345678,Pending,Follow Up
42981,No,Beta Funds,HSBC,Investment,BDT,null,Unknown,7.66,Medium,null,Unknown,Invalid Email,Invalid,1712345678,Rejected,High Risk
88370,No,Alpha Holdings,CHASE,Loan,BDT,30782,Low,5.15,Medium,11/8/2025,Expired,Invalid Email,Invalid,1712345678,Approved,Follow Up
null,Yes,Alpha Holdings,Wells Fargo,Savings,USD,null,Unknown,7.72,Medium,6/2/2025,Expired,client@mail.com,Valid,1712345678,Rejected,Follow Up
95643,No,Unknown Client,CHASE,Current,GBP,null,Unknown,8.48,Medium,9/27/2025,Expired,client@mail.com,Valid,1712345678,Pending,Follow Up
null,Yes,Beta Funds,CITI,Loan,GBP,null,Unknown,null,Unknown,2/18/2024,Expired,client@bank.com,Valid,1712345678,Unknown,High Risk
null,Yes,Beta Funds,Wells Fargo,Current,Unknown,130999,Medium,2.97,Low,10/18/2025,Expired,client@bank.com,Valid,1712345678,Approved,Follow Up
null,Yes,Mary Invest,BOFA,Investment,EUR,null,Unknown,null,Unknown,null,Unknown,client@mail.com,Valid,1712345678,Rejected,High Risk
56516,No,Mary Invest,HSBC,Investment,Unknown,52966,Low,null,Unknown,null,Unknown,Invalid Email,Invalid,1712345678,Approved,No Remarks
null,Yes,John Capital,Unknown Bank,Investment,BDT,430762,High,6.01,Medium,2/23/2024,Expired,client@mail.com,Valid,Unknown,Unknown,Follow Up
null,Yes,Unknown Client,CHASE,Savings,EUR,440000,High,null,Unknown,10/18/2025,Expired,client@bank.com,Valid,1712345678,Unknown,No Remarks
35711,No,Beta Funds,HSBC,Current,USD,82702,Low,null,Unknown,3/15/2024,Expired,Invalid Email,Invalid,1712345678,Approved,High Risk
null,Yes,Beta Funds,BOFA,Loan,USD,null,Unknown,null,Unknown,2/1/2025,Expired,client@bank.com,Valid,1712345678,Approved,High Risk
47781,No,Mary Invest,Wells Fargo,Loan,EUR,352403,High,null,Unknown,5/15/2024,Expired,client@mail.com,Valid,Unknown,Rejected,High Risk
null,Yes,John Capital,CHASE,Investment,GBP,41281,Low,null,Unknown,7/15/2024,Expired,client@bank.com,Valid,1712345678,Pending,Follow Up
null,Yes,John Capital,CHASE,Current,USD,null,Unknown,2.32,Low,null,Unknown,client@mail.com,Valid,1712345678,Unknown,Follow Up
null,Yes,John Capital,Wells Fargo,Current,EUR,310619,High,4.53,Low,3/22/2024,Expired,client@bank.com,Valid,Unknown,Unknown,Follow Up
21147,No,Beta Funds,Wells Fargo,Investment,USD,45299,Low,null,Unknown,3/3/2026,Expired,Invalid Email,Invalid,1712345678,Rejected,Good Payer
54901,No,Alpha Holdings,HSBC,Investment,EUR,482262,High,null,Unknown,null,Unknown,client@bank.com,Valid,1712345678,Unknown,No Remarks
null,Yes,Beta Funds,CHASE,Current,GBP,483408,High,12.39,High,null,Unknown,client@mail.com,Valid,1712345678,Rejected,High Risk
42878,No,Unknown Client,Wells Fargo,Investment,Unknown,254278,Medium,null,Unknown,null,Unknown,Unknown,Missing,1712345678,Rejected,No Remarks
null,Yes,Beta Funds,Wells Fargo,Current,Unknown,null,Unknown,null,Unknown,12/28/2024,Expired,Invalid Email,Invalid,Unknown,Unknown,Follow Up
95355,No,Unknown Client,BOFA,Loan,USD,496360,High,11.29,High,10/25/2024,Expired,Unknown,Missing,1712345678,Rejected,No Remarks
null,Yes,Mary Invest,Wells Fargo,Savings,USD,null,Unknown,5.11,Medium,12/22/2024,Expired,client@bank.com,Valid,1712345678,Approved,No Remarks
59598,No,Alpha Holdings,Unknown Bank,Savings,Unknown,null,Unknown,11.16,High,null,Unknown,client@bank.com,Valid,Unknown,Rejected,High Risk
null,Yes,Mary Invest,CHASE,Current,BDT,263351,Medium,null,Unknown,3/28/2024,Expired,Invalid Email,Invalid,1712345678,Unknown,High Risk
null,Yes,Beta Funds,BOFA,Loan,USD,326096,High,null,Unknown,null,Unknown,Invalid Email,Invalid,Unknown,Rejected,High Risk
null,Yes,Beta Funds,Wells Fargo,Current,BDT,29576,Low,3.5,Low,null,Unknown,Unknown,Missing,1712345678,Unknown,No Remarks
42830,No,Beta Funds,Unknown Bank,Investment,BDT,259760,Medium,11.7,High,11/1/2024,Expired,client@bank.com,Valid,1712345678,Approved,Good Payer
null,Yes,Unknown Client,CITI,Investment,Unknown,149114,Medium,2.12,Low,1/26/2025,Expired,Unknown,Missing,Unknown,Pending,No Remarks
null,Yes,John Capital,Unknown Bank,Current,BDT,22252,Low,10.05,High,10/6/2024,Expired,Unknown,Missing,Unknown,Pending,No Remarks
29458,No,John Capital,BOFA,Current,EUR,451528,High,null,Unknown,3/12/2025,Expired,Invalid Email,Invalid,1712345678,Pending,Follow Up
null,Yes,Mary Invest,CHASE,Savings,Unknown,427836,High,null,Unknown,null,Unknown,client@mail.com,Valid,1712345678,Unknown,No Remarks
22218,No,Mary Invest,Unknown Bank,Loan,USD,102859,Medium,12.17,High,null,Unknown,Invalid Email,Invalid,1712345678,Unknown,Follow Up
null,Yes,Beta Funds,CHASE,Savings,EUR,66997,Low,null,Unknown,10/22/2025,Expired,client@mail.com,Valid,Unknown,Pending,No Remarks
null,Yes,Unknown Client,HSBC,Savings,GBP,null,Unknown,2.65,Low,4/8/2026,Expired,client@bank.com,Valid,1712345678,Pending,Good Payer
null,Yes,John Capital,CITI,Current,GBP,null,Unknown,null,Unknown,6/21/2024,Expired,client@mail.com,Valid,Unknown,Unknown,Follow Up
78252,No,Mary Invest,HSBC,Loan,Unknown,322227,High,null,Unknown,3/20/2026,Expired,Unknown,Missing,Unknown,Rejected,High Risk
78994,No,Unknown Client,CITI,Savings,USD,null,Unknown,null,Unknown,11/20/2024,Expired,client@mail.com,Valid,1712345678,Unknown,No Remarks
null,Yes,Beta Funds,CITI,Current,USD,100293,Medium,null,Unknown,5/18/2025,Expired,client@mail.com,Valid,Unknown,Unknown,Good Payer
null,Yes,Alpha Holdings,Unknown Bank,Savings,EUR,null,Unknown,null,Unknown,3/11/2024,Expired,Unknown,Missing,1712345678,Rejected,High Risk
30040,No,John Capital,CHASE,Investment,USD,null,Unknown,2.69,Low,12/24/2024,Expired,Invalid Email,Invalid,Unknown,Unknown,Follow Up
71037,No,Unknown Client,CITI,Loan,USD,null,Unknown,11.54,High,6/2/2026,Expired,client@mail.com,Valid,1712345678,Pending,High Risk
94686,No,John Capital,HSBC,Savings,Unknown,null,Unknown,11.02,High,10/27/2025,Expired,client@mail.com,Valid,1712345678,Approved,High Risk
null,Yes,Beta Funds,Wells Fargo,Savings,BDT,101498,Medium,null,Unknown,7/27/2024,Expired,client@mail.com,Valid,1712345678,Pending,No Remarks
39650,No,Unknown Client,HSBC,Investment,GBP,194310,Medium,11.77,High,3/15/2024,Expired,client@mail.com,Valid,Unknown,Approved,High Risk
93619,No,Beta Funds,CITI,Loan,GBP,441683,High,7.12,Medium,9/25/2025,Expired,client@bank.com,Valid,1712345678,Pending,Good Payer
null,Yes,Unknown Client,BOFA,Current,BDT,null,Unknown,null,Unknown,null,Unknown,Unknown,Missing,1712345678,Pending,Good Payer
null,Yes,Mary Invest,BOFA,Savings,USD,291355,Medium,null,Unknown,10/8/2024,Expired,client@mail.com,Valid,1712345678,Pending,Good Payer
null,Yes,Beta Funds,CHASE,Loan,BDT,394516,High,null,Unknown,8/5/2024,Expired,Invalid Email,Invalid,1712345678,Rejected,Follow Up
29582,No,Beta Funds,BOFA,Current,EUR,144828,Medium,7.62,Medium,1/2/2026,Expired,client@mail.com,Valid,Unknown,Approved,Follow Up
null,Yes,Unknown Client,HSBC,Savings,GBP,428962,High,10.81,High,6/13/2025,Expired,client@bank.com,Valid,Unknown,Rejected,Follow Up
40041,No,Alpha Holdings,Unknown Bank,Investment,USD,392816,High,11,High,2/22/2025,Expired,client@bank.com,Valid,1712345678,Pending,Good Payer
null,Yes,Unknown Client,HSBC,Current,EUR,null,Unknown,4.14,Low,null,Unknown,Unknown,Missing,1712345678,Rejected,High Risk
58434,No,John Capital,HSBC,Loan,BDT,null,Unknown,null,Unknown,1/27/2026,Expired,Unknown,Missing,1712345678,Unknown,Follow Up
null,Yes,Beta Funds,CITI,Savings,GBP,489121,High,null,Unknown,null,Unknown,Invalid Email,Invalid,Unknown,Pending,Follow Up
null,Yes,Unknown Client,CHASE,Loan,Unknown,null,Unknown,null,Unknown,4/9/2026,Expired,client@mail.com,Valid,1712345678,Pending,No Remarks
81164,No,Beta Funds,Wells Fargo,Investment,Unknown,null,Unknown,11.48,High,4/16/2025,Expired,Unknown,Missing,1712345678,Approved,Good Payer
null,Yes,Unknown Client,CITI,Savings,BDT,null,Unknown,5.38,Medium,10/7/2025,Expired,Unknown,Missing,1712345678,Pending,Good Payer
null,Yes,Alpha Holdings,CITI,Current,USD,306718,High,7.1,Medium,1/15/2026,Expired,Unknown,Missing,Unknown,Approved,Good Payer
null,Yes,Beta Funds,BOFA,Current,EUR,null,Unknown,null,Unknown,7/7/2024,Expired,client@bank.com,Valid,Unknown,Pending,High Risk
null,Yes,Alpha Holdings,BOFA,Savings,USD,109537,Medium,null,Unknown,11/18/2024,Expired,Unknown,Missing,1712345678,Rejected,No Remarks
58503,No,John Capital,CHASE,Current,Unknown,null,Unknown,7.89,Medium,5/17/2024,Expired,client@bank.com,Valid,1712345678,Approved,No Remarks
null,Yes,Beta Funds,HSBC,Loan,USD,467604,High,null,Unknown,5/3/2026,Expired,client@mail.com,Valid,1712345678,Unknown,No Remarks
90308,No,Unknown Client,CHASE,Investment,Unknown,331708,High,null,Unknown,4/11/2024,Expired,Unknown,Missing,Unknown,Rejected,No Remarks
null,Yes,Mary Invest,Unknown Bank,Current,BDT,null,Unknown,null,Unknown,4/17/2026,Expired,client@mail.com,Valid,1712345678,Pending,High Risk
68456,No,John Capital,Wells Fargo,Current,EUR,18505,Low,11.79,High,2/8/2025,Expired,client@bank.com,Valid,1712345678,Approved,High Risk
87074,No,Unknown Client,Wells Fargo,Investment,GBP,null,Unknown,3.18,Low,4/22/2025,Expired,client@mail.com,Valid,1712345678,Approved,High Risk
86297,No,Beta Funds,HSBC,Loan,USD,26176,Low,null,Unknown,4/14/2025,Expired,client@bank.com,Valid,Unknown,Pending,High Risk
35132,No,Mary Invest,CHASE,Loan,GBP,null,Unknown,10.87,High,4/11/2026,Expired,client@bank.com,Valid,1712345678,Rejected,Good Payer
null,Yes,John Capital,CHASE,Loan,Unknown,232309,Medium,11.3,High,11/5/2024,Expired,Unknown,Missing,1712345678,Approved,High Risk
90305,No,Mary Invest,BOFA,Savings,Unknown,null,Unknown,8.09,Medium,3/29/2024,Expired,Unknown,Missing,Unknown,Unknown,High Risk
51322,No,John Capital,Unknown Bank,Loan,GBP,495842,High,5.16,Medium,11/21/2025,Expired,Unknown,Missing,1712345678,Unknown,High Risk
39056,No,Alpha Holdings,HSBC,Loan,EUR,412599,High,4.44,Low,5/13/2026,Expired,Invalid Email,Invalid,1712345678,Unknown,High Risk
92638,No,Beta Funds,BOFA,Savings,EUR,154348,Medium,11.81,High,8/3/2024,Expired,Unknown,Missing,Unknown,Pending,High Risk
44160,No,Alpha Holdings,CITI,Loan,USD,341710,High,5.16,Medium,2/18/2026,Expired,Unknown,Missing,1712345678,Rejected,No Remarks
null,Yes,Alpha Holdings,CITI,Loan,USD,186831,Medium,null,Unknown,12/20/2025,Expired,client@mail.com,Valid,Unknown,Approved,No Remarks
91957,No,Beta Funds,BOFA,Loan,BDT,342051,High,8.13,Medium,5/14/2026,Expired,Unknown,Missing,1712345678,Rejected,Good Payer
null,Yes,Mary Invest,Wells Fargo,Current,GBP,291330,Medium,null,Unknown,3/13/2025,Expired,Invalid Email,Invalid,1712345678,Unknown,High Risk
null,Yes,Alpha Holdings,HSBC,Loan,USD,94014,Low,3.69,Low,5/23/2024,Expired,Unknown,Missing,1712345678,Rejected,No Remarks
41895,No,Beta Funds,BOFA,Savings,BDT,36746,Low,null,Unknown,3/26/2026,Expired,client@mail.com,Valid,1712345678,Pending,No Remarks
null,Yes,Alpha Holdings,BOFA,Current,Unknown,387339,High,10.11,High,3/21/2026,Expired,client@mail.com,Valid,1712345678,Unknown,Follow Up
null,Yes,John Capital,Unknown Bank,Investment,EUR,15184,Low,null,Unknown,11/8/2025,Expired,Unknown,Missing,1712345678,Pending,Follow Up
77175,No,Mary Invest,BOFA,Current,GBP,297370,Medium,null,Unknown,3/30/2024,Expired,client@mail.com,Valid,1712345678,Unknown,Good Payer
null,Yes,Alpha Holdings,HSBC,Savings,EUR,null,Unknown,null,Unknown,null,Unknown,client@mail.com,Valid,1712345678,Approved,Follow Up
77630,No,Unknown Client,BOFA,Current,Unknown,null,Unknown,10.04,High,null,Unknown,Invalid Email,Invalid,1712345678,Pending,Good Payer
60204,No,Mary Invest,Unknown Bank,Current,Unknown,null,Unknown,9.05,Medium,2/2/2026,Expired,Unknown,Missing,1712345678,Rejected,Follow Up
88920,No,John Capital,CITI,Current,EUR,17314,Low,null,Unknown,3/24/2024,Expired,client@bank.com,Valid,1712345678,Unknown,Good Payer
97461,No,Unknown Client,Wells Fargo,Investment,EUR,322633,High,null,Unknown,9/26/2025,Expired,Unknown,Missing,1712345678,Unknown,Good Payer
90622,No,Alpha Holdings,Wells Fargo,Savings,Unknown,82712,Low,null,Unknown,null,Unknown,client@mail.com,Valid,1712345678,Rejected,Follow Up
13880,No,Mary Invest,HSBC,Current,EUR,105271,Medium,8.71,Medium,1/12/2025,Expired,Invalid Email,Invalid,Unknown,Approved,Good Payer
66757,No,Beta Funds,HSBC,Investment,Unknown,null,Unknown,null,Unknown,null,Unknown,Unknown,Missing,1712345678,Approved,High Risk
null,Yes,John Capital,Unknown Bank,Investment,BDT,47586,Low,11.84,High,5/3/2025,Expired,client@mail.com,Valid,1712345678,Approved,Follow Up
25369,No,Alpha Holdings,CHASE,Investment,GBP,null,Unknown,null,Unknown,1/2/2026,Expired,client@bank.com,Valid,1712345678,Approved,No Remarks
88785,No,John Capital,Wells Fargo,Current,BDT,null,Unknown,11.67,High,6/14/2026,Expired,Unknown,Missing,1712345678,Approved,No Remarks
null,Yes,Beta Funds,CHASE,Current,EUR,416496,High,8.37,Medium,10/3/2024,Expired,client@bank.com,Valid,1712345678,Approved,High Risk
null,Yes,Unknown Client,CITI,Savings,BDT,246098,Medium,12.02,High,1/23/2025,Expired,client@bank.com,Valid,1712345678,Pending,Follow Up
null,Yes,John Capital,BOFA,Loan,GBP,null,Unknown,null,Unknown,11/10/2025,Expired,Invalid Email,Invalid,Unknown,Approved,No Remarks
null,Yes,Alpha Holdings,Wells Fargo,Current,USD,190850,Medium,7.72,Medium,2/13/2026,Expired,Invalid Email,Invalid,1712345678,Unknown,Good Payer
14649,No,Unknown Client,BOFA,Loan,Unknown,120361,Medium,null,Unknown,5/20/2024,Expired,client@mail.com,Valid,1712345678,Unknown,Good Payer
null,Yes,Alpha Holdings,HSBC,Loan,BDT,133665,Medium,null,Unknown,null,Unknown,Invalid Email,Invalid,1712345678,Rejected,Follow Up
null,Yes,Beta Funds,HSBC,Loan,Unknown,150780,Medium,null,Unknown,8/9/2024,Expired,Invalid Email,Invalid,1712345678,Pending,Good Payer
null,Yes,Alpha Holdings,Unknown Bank,Current,BDT,null,Unknown,null,Unknown,8/15/2024,Expired,client@mail.com,Valid,1712345678,Pending,No Remarks
51189,No,John Capital,Unknown Bank,Investment,GBP,44382,Low,5.02,Medium,5/21/2026,Expired,client@mail.com,Valid,Unknown,Approved,High Risk
null,Yes,Beta Funds,Wells Fargo,Loan,GBP,257061,Medium,4.1,Low,9/28/2025,Expired,client@mail.com,Valid,1712345678,Unknown,High Risk
97496,No,Unknown Client,Unknown Bank,Investment,BDT,null,Unknown,null,Unknown,null,Unknown,Invalid Email,Invalid,1712345678,Approved,High Risk
65499,No,Alpha Holdings,Unknown Bank,Loan,USD,null,Unknown,null,Unknown,12/8/2025,Expired,Invalid Email,Invalid,1712345678,Unknown,Follow Up
89765,No,Beta Funds,CHASE,Investment,BDT,null,Unknown,null,Unknown,3/7/2025,Expired,Invalid Email,Invalid,1712345678,Unknown,Follow Up
56707,No,Alpha Holdings,CITI,Loan,BDT,419612,High,null,Unknown,null,Unknown,Invalid Email,Invalid,1712345678,Rejected,High Risk
19206,No,Alpha Holdings,Wells Fargo,Investment,GBP,null,Unknown,null,Unknown,null,Unknown,client@bank.com,Valid,Unknown,Pending,Follow Up
93558,No,Beta Funds,CITI,Investment,Unknown,109590,Medium,7.19,Medium,11/7/2024,Expired,client@bank.com,Valid,1712345678,Pending,Follow Up
99647,No,Alpha Holdings,CHASE,Savings,BDT,34433,Low,5.89,Medium,null,Unknown,Invalid Email,Invalid,1712345678,Unknown,Good Payer
null,Yes,Alpha Holdings,CITI,Savings,Unknown,329652,High,10.86,High,null,Unknown,Invalid Email,Invalid,1712345678,Unknown,High Risk
null,Yes,Mary Invest,HSBC,Current,EUR,81433,Low,8.47,Medium,null,Unknown,client@bank.com,Valid,1712345678,Approved,High Risk
35183,No,Unknown Client,Wells Fargo,Savings,Unknown,342575,High,null,Unknown,5/9/2025,Expired,Invalid Email,Invalid,Unknown,Approved,Follow Up
null,Yes,Unknown Client,CHASE,Savings,GBP,null,Unknown,null,Unknown,null,Unknown,Unknown,Missing,1712345678,Rejected,Follow Up
null,Yes,Beta Funds,CITI,Savings,BDT,null,Unknown,6.01,Medium,null,Unknown,client@bank.com,Valid,1712345678,Unknown,Good Payer
null,Yes,Beta Funds,Wells Fargo,Savings,USD,345298,High,11.23,High,12/9/2025,Expired,Unknown,Missing,1712345678,Pending,No Remarks
null,Yes,Alpha Holdings,CITI,Loan,USD,383009,High,null,Unknown,1/17/2024,Expired,Unknown,Missing,1712345678,Unknown,Follow Up
17630,No,Mary Invest,CHASE,Current,EUR,364086,High,null,Unknown,8/23/2024,Expired,Unknown,Missing,1712345678,Approved,No Remarks
51031,No,Beta Funds,HSBC,Savings,GBP,138955,Medium,null,Unknown,11/10/2025,Expired,Invalid Email,Invalid,Unknown,Unknown,Follow Up
15829,No,Unknown Client,Wells Fargo,Current,GBP,null,Unknown,5.38,Medium,null,Unknown,Invalid Email,Invalid,1712345678,Pending,Follow Up
